identity,expression,filename,exL_x,exL_y,exL_z,mebL_x,mebL_y,mebL_z,enL_x,enL_y,enL_z,enR_x,enR_y,enR_z,mebR_x,mebR_y,mebR_z,exR_x,exR_y,exR_z,seL_x,seL_y,seL_z,seR_x,seR_y,seR_z,alL_x,alL_y,alL_z,prn_x,prn_y,prn_z,alR_x,alR_y,alR_z,chL_x,chL_y,chL_z,ls_x,ls_y,ls_z,chR_x,chR_y,chR_z,li_x,li_y,li_z,sto_x,sto_y,sto_z,sl_x,sl_y,sl_z,gn_x,gn_y,gn_z
bs080,N,bs080_N_N_2.lm3,-75.101,18.114,-5.912,-71.607,37.918,6.911,-43.464,20.399,1.403,-12.321,21.156,-1.364,16.493,37.339,7.444,17.472,21.476,0.264,-35.514,23.381,14.36,-19.565,25.696,13.972,-46.141,-12.974,15.583,-28.162,-11.802,35.396,-10.63,-12.319,4.943,-50.776,-45.001,8.96,-28.33,-33.185,22.941,-3.543,-43.213,8.856,-26.921,-39.219,21.34,-27.002,-41.588,18.24,-27.005,-48.172,20.791,-26.765,-83.222,19.397
bs080,N,bs080_N_N_3 (1).lm3,-73.868,25.82,-15.22,-71.01,44.913,-2.667,-43.636,28.92,-8.441,-12.343,29.023,-6.337,16.041,46.514,-0.941,19.266,26.964,-11.952,-35.529,31.871,5.117,-18.727,33.342,6.749,-46.912,-3.996,5.284,-29.402,-1.348,30.382,-11.285,-3.729,2.106,-52.148,-37.552,4.458,-28.259,-25.012,18.673,-4.761,-36.579,5.191,-28.235,-33.459,13.847,-28.236,-34.219,13.811,-29.003,-40.936,16.236,-27.339,-79.577,15.372
bs080,N,bs080_N_N_3.lm3,-73.868,25.82,-15.22,-71.01,44.913,-2.667,-43.636,28.92,-8.441,-12.343,29.023,-6.337,16.041,46.514,-0.941,19.266,26.964,-11.952,-35.529,31.871,5.117,-18.727,33.342,6.749,-46.912,-3.996,5.284,-29.402,-1.348,30.382,-11.285,-3.729,2.106,-52.148,-37.552,4.458,-28.259,-25.012,18.673,-4.761,-36.579,5.191,-28.235,-33.459,13.847,-28.236,-34.219,13.811,-29.003,-40.936,16.236,-27.339,-79.577,15.372
bs081,N,bs081_N_N_0 (1).lm3,-32.355,16.94,-15.131,-31.488,33.774,-4.944,-4.793,18.474,-10.75,29.918,19.478,-13.222,54.993,37.806,-6.487,58.76,20.222,-19.914,5.994,21.505,6.585,21.141,24.025,1.64,-3.032,-16.452,14.81,18.147,-15.877,35.049,35.699,-15.651,11.507,-9.607,-47.73,3.94,18.289,-39.756,17.65,42.123,-44.033,-1.028,18.297,-44.387,14.238,18.312,-45.959,12.408,18.294,-51.908,14.294,18.012,-86.923,1.124
bs081,N,bs081_N_N_0.lm3,-32.355,16.94,-15.131,-31.488,33.774,-4.944,-4.793,18.474,-10.75,29.918,19.478,-13.222,54.993,37.806,-6.487,58.76,20.222,-19.914,5.994,21.505,6.585,21.141,24.025,1.64,-3.032,-16.452,14.81,18.147,-15.877,35.049,35.699,-15.651,11.507,-9.607,-47.73,3.94,18.289,-39.756,17.65,42.123,-44.033,-1.028,18.297,-44.387,14.238,18.312,-45.959,12.408,18.294,-51.908,14.294,18.012,-86.923,1.124
bs081,N,bs081_N_N_1 (1).lm3,-27.187,33.745,-19.757,-23.24,52.776,-9.404,2.027,34.408,-15.333,35.324,36.224,-21.425,63.016,55.548,-15.584,66.765,37.109,-27.758,11.96,39.018,-1.24,28.928,40.036,-10.417,3.065,-1.424,8.608,24.756,0.961,29.887,41.907,-0.704,6.505,-3.475,-30.634,1.801,25.098,-21.987,14.957,50.087,-27.529,-3.237,25.885,-26.648,11.607,25.899,-28.187,11.075,25.906,-35.696,11.658,26.39,-70.527,-4.291
bs081,N,bs081_N_N_1.lm3,-27.187,33.745,-19.757,-23.24,52.776,-9.404,2.027,34.408,-15.333,35.324,36.224,-21.425,63.016,55.548,-15.584,66.765,37.109,-27.758,11.96,39.018,-1.24,28.928,40.036,-10.417,3.065,-1.424,8.608,24.756,0.961,29.887,41.907,-0.704,6.505,-3.475,-30.634,1.801,25.098,-21.987,14.957,50.087,-27.529,-3.237,25.885,-26.648,11.607,25.899,-28.187,11.075,25.906,-35.696,11.658,26.39,-70.527,-4.291
bs081,N,bs081_N_N_2 (1).lm3,-42.494,24.18,-23.193,-39.163,42.705,-16.507,-12.177,25.102,-22.824,20.999,26.722,-27.113,47.312,45.309,-22.028,50.824,26.917,-33.834,-0.746,29.508,-4.447,13.055,30.485,-10.991,-12.044,-10.229,0.75,9.29,-5.436,23.884,27.986,-8.706,-5.017,-17.878,-40.205,-4.511,10.404,-30.76,8.364,34.278,-37.214,-10.32,10.406,-36.861,4.752,10.4,-37.615,4.733,11.07,-44.38,5.266,13.674,-79.413,-7.51
bs081,N,bs081_N_N_2.lm3,-42.494,24.18,-23.193,-39.163,42.705,-16.507,-12.177,25.102,-22.824,20.999,26.722,-27.113,47.312,45.309,-22.028,50.824,26.917,-33.834,-0.746,29.508,-4.447,13.055,30.485,-10.991,-12.044,-10.229,0.75,9.29,-5.436,23.884,27.986,-8.706,-5.017,-17.878,-40.205,-4.511,10.404,-30.76,8.364,34.278,-37.214,-10.32,10.406,-36.861,4.752,10.4,-37.615,4.733,11.07,-44.38,5.266,13.674,-79.413,-7.51
bs081,N,bs081_N_N_3 (1).lm3,-40.065,22.876,-21.698,-38.26,40.511,-9.798,-10.66,23.731,-15.755,21.721,24.608,-17.474,50.833,43.087,-12.734,52.143,25.432,-23.549,-1.329,27.434,-0.875,14.546,27.741,-2.981,-10.268,-15.359,7.6,10.23,-10.339,29.862,27.84,-14.504,2.022,-17.019,-42.125,-1.136,9.556,-34.167,13.103,34.984,-40.588,-5.017,10.287,-39.538,9.487,10.269,-41.026,9.854,10.275,-47.816,9.88,12.805,-79.638,-0.372
bs081,N,bs081_N_N_3.lm3,-40.065,22.876,-21.698,-38.26,40.511,-9.798,-10.66,23.731,-15.755,21.721,24.608,-17.474,50.833,43.087,-12.734,52.143,25.432,-23.549,-1.329,27.434,-0.875,14.546,27.741,-2.981,-10.268,-15.359,7.6,10.23,-10.339,29.862,27.84,-14.504,2.022,-17.019,-42.125,-1.136,9.556,-34.167,13.103,34.984,-40.588,-5.017,10.287,-39.538,9.487,10.269,-41.026,9.854,10.275,-47.816,9.88,12.805,-79.638,-0.372
bs082,N,bs082_N_N_0 (1).lm3,-41.678,-5.237,-61.681,-35.842,14.535,-54.025,-11.452,-4.585,-57.579,18.854,-5.301,-61.001,41.656,14.801,-59.574,47.773,-6.07,-72.085,-5.006,-1.259,-48.518,11.554,-1.004,-47.717,-12.837,-36.377,-36.918,3.707,-30.223,-18.519,20.414,-36.585,-46.893,-22.032,-66.689,-46.605,2.931,-57.206,-32.18,29.147,-67.563,-50.478,2.897,-62.828,-34.796,2.877,-65.161,-34.483,2.893,-72.161,-34.018,3.473,-105.123,-34.623
bs082,N,bs082_N_N_0.lm3,-41.678,-5.237,-61.681,-35.842,14.535,-54.025,-11.452,-4.585,-57.579,18.854,-5.301,-61.001,41.656,14.801,-59.574,47.773,-6.07,-72.085,-5.006,-1.259,-48.518,11.554,-1.004,-47.717,-12.837,-36.377,-36.918,3.707,-30.223,-18.519,20.414,-36.585,-46.893,-22.032,-66.689,-46.605,2.931,-57.206,-32.18,29.147,-67.563,-50.478,2.897,-62.828,-34.796,2.877,-65.161,-34.483,2.893,-72.161,-34.018,3.473,-105.123,-34.623
bs082,N,bs082_N_N_1 (1).lm3,-52.82,-23.269,-29.575,-43.291,-3.772,-17.513,-22.517,-20.716,-24.95,7.832,-21.405,-26.551,29.502,0.493,-24.405,38.629,-20.174,-39.776,-14.609,-18.838,-13.432,0.112,-18.151,-14.829,-22.04,-56.728,-8.484,-5.073,-48.726,11.666,10.258,-55.894,-12.824,-31.303,-85.699,-18.496,-5.807,-74.576,-1.941,18.733,-83.991,-20.877,-4.983,-80.028,-4.753,-4.951,-82.414,-6.98,-4.891,-89.377,-6.4,-5.586,-122.708,-9.94
bs082,N,bs082_N_N_1.lm3,-52.82,-23.269,-29.575,-43.291,-3.772,-17.513,-22.517,-20.716,-24.95,7.832,-21.405,-26.551,29.502,0.493,-24.405,38.629,-20.174,-39.776,-14.609,-18.838,-13.432,0.112,-18.151,-14.829,-22.04,-56.728,-8.484,-5.073,-48.726,11.666,10.258,-55.894,-12.824,-31.303,-85.699,-18.496,-5.807,-74.576,-1.941,18.733,-83.991,-20.877,-4.983,-80.028,-4.753,-4.951,-82.414,-6.98,-4.891,-89.377,-6.4,-5.586,-122.708,-9.94
bs082,N,bs082_N_N_2 (1).lm3,-33.035,-9.275,-81.82,-23.223,9.125,-71.373,-3.308,-8.545,-78.426,25.615,-10.019,-80.843,47.143,9.339,-76.632,55.799,-10.344,-92.753,3.114,-5.913,-69.343,19.101,-5.897,-68.583,-5.412,-42.425,-61.071,10.386,-37.827,-42.326,27.871,-43.372,-71.351,-14.995,-71.692,-71.129,10.527,-62.781,-55.237,35.537,-72.316,-74.602,10.724,-68.371,-58.568,10.786,-70.001,-59.682,10.78,-76.253,-58.25,10.865,-108.329,-62.736
bs082,N,bs082_N_N_2.lm3,-33.035,-9.275,-81.82,-23.223,9.125,-71.373,-3.308,-8.545,-78.426,25.615,-10.019,-80.843,47.143,9.339,-76.632,55.799,-10.344,-92.753,3.114,-5.913,-69.343,19.101,-5.897,-68.583,-5.412,-42.425,-61.071,10.386,-37.827,-42.326,27.871,-43.372,-71.351,-14.995,-71.692,-71.129,10.527,-62.781,-55.237,35.537,-72.316,-74.602,10.724,-68.371,-58.568,10.786,-70.001,-59.682,10.78,-76.253,-58.25,10.865,-108.329,-62.736
bs082,N,bs082_N_N_3 (1).lm3,-72.927,-7.323,-46.255,-61.363,14.007,-31.602,-41.234,-5.662,-38.27,-11.542,-3.937,-40.796,8.648,19.475,-33.422,19.16,-1.386,-50.298,-35.402,-3.255,-27.929,-19.911,-2.35,-26.915,-41.447,-40.406,-22.136,-26.252,-34.311,-2.89,-9.173,-38.988,-28.379,-47.986,-70.642,-36.354,-24.176,-60.591,-18.389,0.278,-68.099,-35.786,-24.176,-65.284,-21.071,-24.252,-67.657,-24.047,-24.188,-75.389,-24.826,-21.017,-110.287,-32.792
bs082,N,bs082_N_N_3.lm3,-72.927,-7.323,-46.255,-61.363,14.007,-31.602,-41.234,-5.662,-38.27,-11.542,-3.937,-40.796,8.648,19.475,-33.422,19.16,-1.386,-50.298,-35.402,-3.255,-27.929,-19.911,-2.35,-26.915,-41.447,-40.406,-22.136,-26.252,-34.311,-2.89,-9.173,-38.988,-28.379,-47.986,-70.642,-36.354,-24.176,-60.591,-18.389,0.278,-68.099,-35.786,-24.176,-65.284,-21.071,-24.252,-67.657,-24.047,-24.188,-75.389,-24.826,-21.017,-110.287,-32.792
bs083,N,bs083_N_N_0 (1).lm3,-30.12,15.181,-21.218,-23.144,38.157,-9.739,-3.101,12.771,-14.259,28.441,13.819,-14.295,51.332,39.202,-11.133,58.046,16.889,-20.674,5.24,18.285,-6.265,20.549,18.387,-4.36,-2.133,-21.6,-0.363,12.139,-18.055,22.377,28.427,-21.456,-2.909,-9.148,-47.103,-11.396,13.148,-40.397,2.799,35.684,-46.201,-12.474,13.129,-45.021,-0.76,13.105,-47.289,-0.404,13.862,-55.783,-0.756,14.221,-83.812,-6.606
bs083,N,bs083_N_N_0.lm3,-30.12,15.181,-21.218,-23.144,38.157,-9.739,-3.101,12.771,-14.259,28.441,13.819,-14.295,51.332,39.202,-11.133,58.046,16.889,-20.674,5.24,18.285,-6.265,20.549,18.387,-4.36,-2.133,-21.6,-0.363,12.139,-18.055,22.377,28.427,-21.456,-2.909,-9.148,-47.103,-11.396,13.148,-40.397,2.799,35.684,-46.201,-12.474,13.129,-45.021,-0.76,13.105,-47.289,-0.404,13.862,-55.783,-0.756,14.221,-83.812,-6.606
bs083,N,bs083_N_N_1 (1).lm3,-8.818,-3.403,-23.473,-1.162,19.731,-14.641,19.136,-6.246,-19.526,50.142,-5.594,-20.558,73.241,20.03,-19.155,79.191,-2.371,-28.581,27.497,-0.708,-12.633,42.865,-0.932,-10.914,19.12,-39.126,-5.968,34.756,-35.458,16.589,49.81,-39.141,-6.461,10.856,-65.747,-15.138,35.265,-58.95,-2.834,57.12,-64.983,-17.397,35.295,-62.914,-5.61,35.338,-65.353,-8.185,35.387,-74.461,-5.506,35.805,-104.158,-13.646
bs083,N,bs083_N_N_1.lm3,-8.818,-3.403,-23.473,-1.162,19.731,-14.641,19.136,-6.246,-19.526,50.142,-5.594,-20.558,73.241,20.03,-19.155,79.191,-2.371,-28.581,27.497,-0.708,-12.633,42.865,-0.932,-10.914,19.12,-39.126,-5.968,34.756,-35.458,16.589,49.81,-39.141,-6.461,10.856,-65.747,-15.138,35.265,-58.95,-2.834,57.12,-64.983,-17.397,35.295,-62.914,-5.61,35.338,-65.353,-8.185,35.387,-74.461,-5.506,35.805,-104.158,-13.646
bs083,N,bs083_N_N_2 (1).lm3,-24.014,7.486,-44.166,-14.484,30.118,-34.105,4.441,4.496,-37.745,34.973,5.376,-39.884,59.21,30.574,-41.939,65.396,7.731,-52.564,12.906,8.28,-33.467,27.772,8.319,-32.401,4.498,-28.902,-25.93,21.318,-24.498,-3.032,35.609,-28.946,-25.892,-2.487,-56.449,-32.96,21.01,-48.326,-22.232,43.118,-54.828,-35.728,21.014,-53.904,-26.109,21.027,-56.148,-22.893,20.97,-63.967,-24.882,20.552,-95.666,-33.527
bs083,N,bs083_N_N_2.lm3,-24.014,7.486,-44.166,-14.484,30.118,-34.105,4.441,4.496,-37.745,34.973,5.376,-39.884,59.21,30.574,-41.939,65.396,7.731,-52.564,12.906,8.28,-33.467,27.772,8.319,-32.401,4.498,-28.902,-25.93,21.318,-24.498,-3.032,35.609,-28.946,-25.892,-2.487,-56.449,-32.96,21.01,-48.326,-22.232,43.118,-54.828,-35.728,21.014,-53.904,-26.109,21.027,-56.148,-22.893,20.97,-63.967,-24.882,20.552,-95.666,-33.527
bs083,N,bs083_N_N_3 (1).lm3,-20.525,-1.376,-34.265,-14.982,21.247,-24.561,7.538,-5.124,-27.43,37.831,-4.264,-24.791,61.765,21.284,-24.684,66.925,-1.225,-33.533,16.04,-1.084,-18.282,29.844,-0.929,-17.141,6.799,-38.876,-12.682,21.159,-34.516,10.027,36.937,-38.063,-13.358,0.116,-65.733,-19.931,23.098,-57.919,-9.725,44.132,-64.527,-21.169,23.933,-62.728,-12.58,23.017,-63.875,-4.989,23.124,-72.643,-11.79,23.538,-102.71,-19.069
bs083,N,bs083_N_N_3.lm3,-20.525,-1.376,-34.265,-14.982,21.247,-24.561,7.538,-5.124,-27.43,37.831,-4.264,-24.791,61.765,21.284,-24.684,66.925,-1.225,-33.533,16.04,-1.084,-18.282,29.844,-0.929,-17.141,6.799,-38.876,-12.682,21.159,-34.516,10.027,36.937,-38.063,-13.358,0.116,-65.733,-19.931,23.098,-57.919,-9.725,44.132,-64.527,-21.169,23.933,-62.728,-12.58,23.017,-63.875,-4.989,23.124,-72.643,-11.79,23.538,-102.71,-19.069
bs084,N,bs084_N_N_0 (1).lm3,-18.943,6.729,6.738,-9.783,30.924,20.909,10.559,5.369,14.366,45.356,6.114,15.144,68.626,31.808,19.852,74.555,9.918,7.66,19.481,8.445,21.655,36.872,9.949,19.618,10.687,-30.591,31.126,29.776,-20.303,50.384,46.607,-29.729,33.574,4.558,-61.661,19.905,30.203,-51.277,37.406,56.192,-57.283,18.636,30.238,-56.633,34.32,30.232,-58.998,32.2,30.275,-64.032,34.712,31.49,-97.758,23.152
bs084,N,bs084_N_N_0.lm3,-18.943,6.729,6.738,-9.783,30.924,20.909,10.559,5.369,14.366,45.356,6.114,15.144,68.626,31.808,19.852,74.555,9.918,7.66,19.481,8.445,21.655,36.872,9.949,19.618,10.687,-30.591,31.126,29.776,-20.303,50.384,46.607,-29.729,33.574,4.558,-61.661,19.905,30.203,-51.277,37.406,56.192,-57.283,18.636,30.238,-56.633,34.32,30.232,-58.998,32.2,30.275,-64.032,34.712,31.49,-97.758,23.152
bs084,N,bs084_N_N_1 (1).lm3,-21.703,-6.24,5.884,-11.094,15.816,22.321,9.362,-7.517,14.167,44.299,-6.039,13.182,65.794,17.504,20.759,74.919,-2.217,7.871,17.579,-4.459,20.049,35.58,-3.774,18.943,10.981,-44.914,29.957,28.772,-35.196,48.626,47.078,-42.137,18.411,5.813,-75.344,22.336,29.786,-64.702,35.81,53.45,-72.408,18.795,30.642,-71.724,30.597,30.662,-73.163,31.33,30.756,-80.595,32.017,31.859,-110.677,20.895
bs084,N,bs084_N_N_1.lm3,-21.703,-6.24,5.884,-11.094,15.816,22.321,9.362,-7.517,14.167,44.299,-6.039,13.182,65.794,17.504,20.759,74.919,-2.217,7.871,17.579,-4.459,20.049,35.58,-3.774,18.943,10.981,-44.914,29.957,28.772,-35.196,48.626,47.078,-42.137,18.411,5.813,-75.344,22.336,29.786,-64.702,35.81,53.45,-72.408,18.795,30.642,-71.724,30.597,30.662,-73.163,31.33,30.756,-80.595,32.017,31.859,-110.677,20.895
bs084,N,bs084_N_N_2 (1).lm3,-32.162,3.203,-18.728,-21.245,23.248,-2.275,-2.185,0.919,-12.635,34.174,1.263,-13.295,54.538,22.728,-3.184,63.77,5.112,-18.685,8.575,3.549,-4.612,24.776,4.396,-6.867,-0.921,-33.887,2.384,18.566,-27.316,20.937,36.605,-34.152,-9.639,-6.507,-64.331,-11.191,18.752,-58.916,4.003,42.107,-61.961,-14.021,18.772,-63.652,0.728,18.777,-65.973,0.473,18.841,-72.157,0.401,21.728,-105.54,-15.839
bs084,N,bs084_N_N_2.lm3,-32.162,3.203,-18.728,-21.245,23.248,-2.275,-2.185,0.919,-12.635,34.174,1.263,-13.295,54.538,22.728,-3.184,63.77,5.112,-18.685,8.575,3.549,-4.612,24.776,4.396,-6.867,-0.921,-33.887,2.384,18.566,-27.316,20.937,36.605,-34.152,-9.639,-6.507,-64.331,-11.191,18.752,-58.916,4.003,42.107,-61.961,-14.021,18.772,-63.652,0.728,18.777,-65.973,0.473,18.841,-72.157,0.401,21.728,-105.54,-15.839
bs084,N,bs084_N_N_3 (1).lm3,-26.314,2.75,3.108,-23.109,28.498,12.462,4.719,2.868,13.149,40.244,3.549,15.548,68.327,29.382,14.807,71.794,6.638,7.966,13.731,8.215,19.348,30.284,8.92,20.501,6.267,-32.198,35.176,24.184,-24.931,52.345,41.775,-34.715,25.154,0.498,-64.728,27.974,24.343,-51.902,44.138,49.367,-62.366,27.635,24.48,-56.504,42.837,25.303,-60.282,40.234,25.262,-66.866,42.252,27.821,-98.665,34.556
bs084,N,bs084_N_N_3.lm3,-26.314,2.75,3.108,-23.109,28.498,12.462,4.719,2.868,13.149,40.244,3.549,15.548,68.327,29.382,14.807,71.794,6.638,7.966,13.731,8.215,19.348,30.284,8.92,20.501,6.267,-32.198,35.176,24.184,-24.931,52.345,41.775,-34.715,25.154,0.498,-64.728,27.974,24.343,-51.902,44.138,49.367,-62.366,27.635,24.48,-56.504,42.837,25.303,-60.282,40.234,25.262,-66.866,42.252,27.821,-98.665,34.556
bs085,N,bs085_N_N_0 (1).lm3,-41.056,23.479,40.106,-34.067,43.286,54.808,-13.499,21.312,41.373,25.021,20.551,40.004,44.942,39.858,47.288,53.647,21.433,28.875,2.112,25.557,58.804,16.605,25.735,49.569,-8.822,-13.134,65.643,15.847,-5.474,85.989,30.18,-13.291,56.261,-17.499,-47.125,57.412,9.537,-35.635,70.066,36.361,-44.486,50.931,10.271,-42.33,67.298,10.279,-44.607,64.526,10.987,-53.76,71.882,14.411,-92.284,63.836
bs085,N,bs085_N_N_0.lm3,-41.056,23.479,40.106,-34.067,43.286,54.808,-13.499,21.312,41.373,25.021,20.551,40.004,44.942,39.858,47.288,53.647,21.433,28.875,2.112,25.557,58.804,16.605,25.735,49.569,-8.822,-13.134,65.643,15.847,-5.474,85.989,30.18,-13.291,56.261,-17.499,-47.125,57.412,9.537,-35.635,70.066,36.361,-44.486,50.931,10.271,-42.33,67.298,10.279,-44.607,64.526,10.987,-53.76,71.882,14.411,-92.284,63.836
bs085,N,bs085_N_N_1 (1).lm3,-49.587,17.171,-22.444,-43.034,36.32,-2.898,-20.762,15.731,-15.292,19.046,16.019,-18.326,41.953,33.47,-4.998,48.823,16.674,-22.358,-6.885,20.949,2.008,8.343,21.922,-2.418,-18.054,-20.903,7.329,4.006,-13.512,32.398,23.113,-18.65,-4.089,-25.725,-55.742,-4.249,1.008,-44.067,15.023,29.497,-52.454,-7.407,3.231,-50.873,15.596,2.432,-53.043,17.615,3.268,-63.332,12.277,5.841,-103.377,3.477
bs085,N,bs085_N_N_1.lm3,-49.587,17.171,-22.444,-43.034,36.32,-2.898,-20.762,15.731,-15.292,19.046,16.019,-18.326,41.953,33.47,-4.998,48.823,16.674,-22.358,-6.885,20.949,2.008,8.343,21.922,-2.418,-18.054,-20.903,7.329,4.006,-13.512,32.398,23.113,-18.65,-4.089,-25.725,-55.742,-4.249,1.008,-44.067,15.023,29.497,-52.454,-7.407,3.231,-50.873,15.596,2.432,-53.043,17.615,3.268,-63.332,12.277,5.841,-103.377,3.477
bs085,N,bs085_N_N_2 (1).lm3,-48.313,20.214,37.821,-41.091,37.862,55.667,-21.374,18.03,42.7,17.122,18.076,44.224,39.11,34.969,55.224,45.4,18.159,40.64,-8.048,23.176,59.939,8.95,23.228,53.586,-19.445,-15.551,67.771,1.812,-8.657,89.221,20.877,-15.612,56.828,-26.179,-48.208,55.551,1.179,-36.585,72.678,27.758,-45.978,55.647,1.182,-42.581,70.781,1.178,-44.109,69.986,1.149,-54.034,74.599,2.844,-95.427,65.531
bs085,N,bs085_N_N_2.lm3,-48.313,20.214,37.821,-41.091,37.862,55.667,-21.374,18.03,42.7,17.122,18.076,44.224,39.11,34.969,55.224,45.4,18.159,40.64,-8.048,23.176,59.939,8.95,23.228,53.586,-19.445,-15.551,67.771,1.812,-8.657,89.221,20.877,-15.612,56.828,-26.179,-48.208,55.551,1.179,-36.585,72.678,27.758,-45.978,55.647,1.182,-42.581,70.781,1.178,-44.109,69.986,1.149,-54.034,74.599,2.844,-95.427,65.531
bs085,N,bs085_N_N_3 (1).lm3,-48.03,18.55,16.322,-39.317,36.354,33.405,-20.799,16.305,20.782,18.948,16.525,20.224,39.013,35.653,30.037,47.902,17.278,14.283,-4.842,20.836,39.398,8.32,20.822,32.772,-16.507,-19.342,45.729,4.879,-11.363,65.7,21.93,-18.474,41.627,-24.773,-50.87,36.405,2.656,-39.112,50.443,30.517,-48.71,33.095,2.656,-46.691,46.774,2.647,-48.204,46.264,2.662,-58.483,51.828,3.835,-96.48,44.071
bs085,N,bs085_N_N_3.lm3,-48.03,18.55,16.322,-39.317,36.354,33.405,-20.799,16.305,20.782,18.948,16.525,20.224,39.013,35.653,30.037,47.902,17.278,14.283,-4.842,20.836,39.398,8.32,20.822,32.772,-16.507,-19.342,45.729,4.879,-11.363,65.7,21.93,-18.474,41.627,-24.773,-50.87,36.405,2.656,-39.112,50.443,30.517,-48.71,33.095,2.656,-46.691,46.774,2.647,-48.204,46.264,2.662,-58.483,51.828,3.835,-96.48,44.071
bs086,N,bs086_N_N_0 (1).lm3,1.397,-6.647,29.508,3.566,12.853,37.398,28.938,-5.642,35.199,63.308,-3.445,36.147,85.447,18.985,40.48,93.318,-1.152,33.329,38.436,-0.289,44.256,52.58,-0.276,44.018,27.563,-37.37,49.698,45.375,-25.643,71.004,65.862,-36.449,53.056,21.668,-67.869,47.045,47.907,-58.707,62.827,73.432,-65.39,45.395,48.04,-64.168,57.052,47.776,-65.969,65.424,48.614,-75.222,59.584,51.691,-106.419,45.275
bs086,N,bs086_N_N_0.lm3,1.397,-6.647,29.508,3.566,12.853,37.398,28.938,-5.642,35.199,63.308,-3.445,36.147,85.447,18.985,40.48,93.318,-1.152,33.329,38.436,-0.289,44.256,52.58,-0.276,44.018,27.563,-37.37,49.698,45.375,-25.643,71.004,65.862,-36.449,53.056,21.668,-67.869,47.045,47.907,-58.707,62.827,73.432,-65.39,45.395,48.04,-64.168,57.052,47.776,-65.969,65.424,48.614,-75.222,59.584,51.691,-106.419,45.275
bs086,N,bs086_N_N_1 (1).lm3,-32.602,-6.836,64.637,-28.758,13.571,74.714,-4.176,-6.74,70.124,28.534,-5.809,77.296,53.218,18.103,75.668,57.843,-2.329,72.197,4.293,-0.628,80.204,20.353,-0.749,77.949,-5.204,-37.974,92.484,12.785,-26.112,107.53,31.585,-37.383,87.437,-10.91,-68.799,83.274,13.496,-59.037,101.288,38.902,-66.996,85.34,13.511,-64.946,96.804,13.53,-67.248,94.497,13.596,-75.622,98.543,15.319,-105.417,85.414
bs086,N,bs086_N_N_1.lm3,-32.602,-6.836,64.637,-28.758,13.571,74.714,-4.176,-6.74,70.124,28.534,-5.809,77.296,53.218,18.103,75.668,57.843,-2.329,72.197,4.293,-0.628,80.204,20.353,-0.749,77.949,-5.204,-37.974,92.484,12.785,-26.112,107.53,31.585,-37.383,87.437,-10.91,-68.799,83.274,13.496,-59.037,101.288,38.902,-66.996,85.34,13.511,-64.946,96.804,13.53,-67.248,94.497,13.596,-75.622,98.543,15.319,-105.417,85.414
bs086,N,bs086_N_N_2 (1).lm3,-25.988,-6.578,66.273,-20.875,14.56,75.27,3.8,-6.354,74.236,36.609,-4.111,75.226,62.591,17.643,76.943,65.928,-0.545,71.546,10.768,0.331,79.907,29.218,0.882,77.491,1.237,-37.092,87.454,21.18,-27.278,106.792,40.953,-36.604,84.599,-4.607,-66.624,79.461,22.106,-58.923,96.803,49.795,-64.302,78.478,22.867,-64.768,94.923,22.927,-67.198,89.827,22.955,-74.906,94.809,24.773,-103.982,80.676
bs086,N,bs086_N_N_2.lm3,-25.988,-6.578,66.273,-20.875,14.56,75.27,3.8,-6.354,74.236,36.609,-4.111,75.226,62.591,17.643,76.943,65.928,-0.545,71.546,10.768,0.331,79.907,29.218,0.882,77.491,1.237,-37.092,87.454,21.18,-27.278,106.792,40.953,-36.604,84.599,-4.607,-66.624,79.461,22.106,-58.923,96.803,49.795,-64.302,78.478,22.867,-64.768,94.923,22.927,-67.198,89.827,22.955,-74.906,94.809,24.773,-103.982,80.676
bs086,N,bs086_N_N_3 (1).lm3,-46.965,-7.723,13.801,-41.279,12.801,24.479,-18.767,-7.564,20.169,15.846,-5.943,23.158,39.043,17.498,24.962,45.265,-2.992,17.589,-8.871,-2.918,28.464,5.281,-2.186,27.854,-19.179,-41.551,36.925,-1.2,-29.131,53.823,18.0,-40.168,35.528,-23.685,-70.499,27.138,0.953,-61.468,45.21,25.838,-67.34,29.635,1.841,-65.95,42.587,1.896,-68.315,39.963,2.011,-77.843,41.991,4.388,-107.47,25.153
bs086,N,bs086_N_N_3.lm3,-46.965,-7.723,13.801,-41.279,12.801,24.479,-18.767,-7.564,20.169,15.846,-5.943,23.158,39.043,17.498,24.962,45.265,-2.992,17.589,-8.871,-2.918,28.464,5.281,-2.186,27.854,-19.179,-41.551,36.925,-1.2,-29.131,53.823,18.0,-40.168,35.528,-23.685,-70.499,27.138,0.953,-61.468,45.21,25.838,-67.34,29.635,1.841,-65.95,42.587,1.896,-68.315,39.963,2.011,-77.843,41.991,4.388,-107.47,25.153
bs087,N,bs087_N_N_0 (1).lm3,-39.013,24.7,25.215,-30.536,49.272,37.646,-8.333,23.325,29.012,21.709,21.887,25.988,45.481,49.474,33.444,52.686,23.542,22.029,0.827,25.596,39.234,13.395,25.565,34.814,-14.52,-15.954,53.876,6.752,-9.528,75.331,28.249,-15.209,44.907,-23.373,-49.402,46.343,6.94,-39.701,67.55,38.185,-49.445,44.717,6.902,-46.428,63.346,6.913,-49.399,62.291,6.949,-57.394,64.163,7.993,-96.284,43.204
